"GEO_ID","NAME","B25031_001E","B25031_001M","B25031_002E","B25031_002M","B25031_003E","B25031_003M","B25031_004E","B25031_004M","B25031_005E","B25031_005M","B25031_006E","B25031_006M","B25031_007E","B25031_007M",
"Geography","Geographic Area Name","Estimate!!Median gross rent --!!Total","Margin of Error!!Median gross rent --!!Total","Estimate!!Median gross rent --!!Total!!No bedroom","Margin of Error!!Median gross rent --!!Total!!No bedroom","Estimate!!Median gross rent --!!Total!!1 bedroom","Margin of Error!!Median gross rent --!!Total!!1 bedroom","Estimate!!Median gross rent --!!Total!!2 bedrooms","Margin of Error!!Median gross rent --!!Total!!2 bedrooms","Estimate!!Median gross rent --!!Total!!3 bedrooms","Margin of Error!!Median gross rent --!!Total!!3 bedrooms","Estimate!!Median gross rent --!!Total!!4 bedrooms","Margin of Error!!Median gross rent --!!Total!!4 bedrooms","Estimate!!Median gross rent --!!Total!!5 or more bedrooms","Margin of Error!!Median gross rent --!!Total!!5 or more bedrooms",
"8600000US33187","ZCTA5 33187","1955","345","-","**","-","**","-","**","2003","921","1797","210","-","**",
"8600000US33189","ZCTA5 33189","1158","103","-","**","370","287","1104","138","1471","132","1729","232","-","**",
"8600000US33190","ZCTA5 33190","1304","80","844","12","926","94","1166","37","1585","105","2151","357","2198","902",
"8600000US33193","ZCTA5 33193","1459","43","1138","361","978","56","1391","39","1912","132","2334","199","-","**",
"8600000US33194","ZCTA5 33194","1818","166","-","**","-","**","-","**","1784","71","1973","656","-","**",
"8600000US33196","ZCTA5 33196","1804","45","1622","207","1324","66","1641","56","1996","98","2289","55","3442","451",
"8600000US33301","ZCTA5 33301","1965","128","1175","242","1470","198","2246","135","2366","209","-","**","-","**",
"8600000US33304","ZCTA5 33304","1225","45","856","114","1110","50","1477","120","1959","888","-","**","-","**",
"8600000US33305","ZCTA5 33305","1348","64","-","**","1168","80","1487","125","1776","160","-","**","-","**",
"8600000US33306","ZCTA5 33306","1044","102","882","78","989","77","1878","292","2688","469","-","**","-","**",
"8600000US33308","ZCTA5 33308","1340","40","961","129","1201","52","1460","65","2230","536","2672","271","3,500+","***",
"8600000US33309","ZCTA5 33309","1239","43","871","381","1001","58","1270","51","1647","120","1741","272","-","**",
"8600000US33311","ZCTA5 33311","1085","24","767","181","881","41","1047","25","1396","73","1784","150","-","**",
"8600000US33312","ZCTA5 33312","1259","81","678","179","978","39","1239","84","1727","103","1838","238","2016","1287",
"8600000US33313","ZCTA5 33313","1122","20","908","167","921","16","1165","18","1560","92","1856","156","-","**",
"8600000US33314","ZCTA5 33314","1322","57","1095","186","1093","166","1238","57","1695","109","1494","1209","-","**",
"8600000US33315","ZCTA5 33315","1361","69","827","611","973","163","1402","51","1842","184","3,500+","***","-","**",
"8600000US33316","ZCTA5 33316","1110","59","863","374","988","52","1247","120","-","**","-","**","-","**",
"8600000US33317","ZCTA5 33317","1290","78","877","141","884","78","1309","68","1613","122","2333","944","-","**",
"8600000US33319","ZCTA5 33319","1218","31","1043","251","1091","36","1216","34","1592","109","2021","440","-","**",
"8600000US33321","ZCTA5 33321","1396","48","1145","90","1081","42","1403","39","1868","154","1977","1650","-","**",
"8600000US33322","ZCTA5 33322","1632","65","-","**","1317","63","1629","52","1927","102","2750","742","-","**",
"8600000US33323","ZCTA5 33323","1936","110","1629","718","1677","113","1969","153","2158","189","3079","1381","-","**",
"8600000US33324","ZCTA5 33324","1609","41","1273","112","1401","44","1648","35","1825","68","1821","211","-","**",
"8600000US33325","ZCTA5 33325","1618","133","1293","187","1130","68","1650","106","1787","201","2707","924","-","**",
"8600000US33326","ZCTA5 33326","1827","57","1125","588","1592","181","1716","51","2283","118","2968","331","3,500+","***",
"8600000US33327","ZCTA5 33327","2617","174","-","**","-","**","1843","144","2749","17","2672","514","2463","1283",
"8600000US33328","ZCTA5 33328","1514","122","-","**","1175","75","1559","127","2169","190","2743","1243","-","**",
"8600000US33330","ZCTA5 33330","2657","214","-","**","-","**","-","**","2541","318","2385","1616","3264","453",
"8600000US33331","ZCTA5 33331","2332","121","-","**","1422","182","2085","224","2271","113","2924","253","3,500+","***",
"8600000US33332","ZCTA5 33332","2362","128","-","**","-","**","-","**","-","**","3212","739","-","**",
"8600000US33334","ZCTA5 33334","1125","30","861","66","957","49","1186","28","1736","250","1493","1000","-","**",
"8600000US33351","ZCTA5 33351","1457","62","1565","504","1124","63","1454","56","1756","80","2215","58","-","**",
"8600000US33401","ZCTA5 33401","1223","62","809","185","1034","136","1306","128","1398","112","1375","477","-","**",
"8600000US33403","ZCTA5 33403","1185","67","-","**","836","216","1157","49","1426","94","-","**","-","**",
"8600000US33404","ZCTA5 33404","1091","39","1063","224","827","115","1006","55","1256","94","1365","344","1932","277",
"8600000US33405","ZCTA5 33405","1139","39","861","61","996","82","1176","42","1467","127","1458","692","-","**",
"8600000US33406","ZCTA5 33406","1246","58","888","86","912","75","1262","56","1377","76","-","**","-","**",
"8600000US33407","ZCTA5 33407","1086","39","781","92","917","40","1093","46","1306","80","990","880","-","**",
"8600000US33408","ZCTA5 33408","1319","109","902","496","1023","100","1293","104","1815","130","2295","158","-","**",
"8600000US33409","ZCTA5 33409","1204","27","1151","283","1100","44","1234","43","1298","100","1400","59","-","**",
"8600000US33410","ZCTA5 33410","1516","68","1230","486","1401","45","1502","70","1723","102","2261","933","-","**",
"8600000US33411","ZCTA5 33411","1362","39","1031","413","1004","113","1238","47","1517","105","2145","284","2836","547",
"8600000US33412","ZCTA5 33412","1947","195","-","**","-","**","1729","177","1995","292","2635","233","-","**",
"8600000US33413","ZCTA5 33413","1439","77","-","**","1295","259","1374","70","1488","142","2138","455","-","**",
"8600000US33414","ZCTA5 33414","1751","51","1379","188","1564","181","1605","79","1796","88","2447","179","2814","142",
"8600000US33415","ZCTA5 33415","1129","23","692","193","867","39","1119","19","1354","54","1568","528","-","**",
"8600000US33417","ZCTA5 33417","1099","32","856","674","895","43","1162","46","1453","248","1688","1048","-","**",
"8600000US33418","ZCTA5 33418","1693","48","1673","205","1428","63","1603","83","1914","100","1957","546","1974","1637",
"8600000US33426","ZCTA5 33426","1534","70","1895","518","1365","31","1547","77","1725","109","2162","558","-","**",
"8600000US33428","ZCTA5 33428","1604","73","-","**","1052","612","1493","85","1891","91","2265","311","-","**",
"8600000US33430","ZCTA5 33430","616","22","411","41","534","41","666","39","744","88","975","819","-","**",
"8600000US33431","ZCTA5 33431","1573","167","1175","641","1349","155","1411","93","2099","225","-","**","-","**",
"8600000US33432","ZCTA5 33432","1583","101","1216","335","1264","162","1584","125","2303","191","3,500+","***","2104","1831",
"8600000US33433","ZCTA5 33433","1755","52","1441","300","1473","115","1705","41","2136","110","2337","124","-","**",
"8600000US33434","ZCTA5 33434","1103","102","-","**","881","65","1131","109","2118","232","3479","1050","-","**",
"8600000US33435","ZCTA5 33435","1423","74","891","462","1106","110","1390","164","1715","107","1940","401","-","**",
"8600000US33436","ZCTA5 33436","1419","40","1456","426","1339","81","1394","32","1618","126","2034","515","-","**",
"8600000US33437","ZCTA5 33437","1462","89","692","419","1167","56","1490","113","1686","118","1917","1229","-","**",
"8600000US33438","ZCTA5 33438","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US33440","ZCTA5 33440","795","66","-","**","666","96","697","145","935","115","890","128","-","**",
"8600000US33441","ZCTA5 33441","1179","36","755","300","959","47","1268","46","1499","121","1750","274","-","**",
"8600000US33442","ZCTA5 33442","1589","68","1332","563","1241","160","1571","74","2073","124","2244","277","-","**",
"8600000US33444","ZCTA5 33444","1270","72","-","**","978","77","1324","90","1709","193","1529","406","-","**",
"8600000US33445","ZCTA5 33445","1540","61","2041","469","1259","134","1491","65","1862","110","1566","916","2138","1333",
"8600000US33446","ZCTA5 33446","1109","100","456","127","884","48","1106","92","2036","555","-","**","3,500+","***",
"8600000US33449","ZCTA5 33449","1913","1389","-","**","-","**","-","**","-","**","-","**","1831","1181",
"8600000US33455","ZCTA5 33455","1050","56","-","**","807","105","1033","58","1245","327","1929","316","-","**",
"8600000US33458","ZCTA5 33458","1513","66","-","**","1214","130","1420","71","1891","160","2118","392","3,500+","***",
"8600000US33460","ZCTA5 33460","1048","33","725","125","849","41","1108","21","1449","100","2000","253","-","**",
"8600000US33461","ZCTA5 33461","1156","30","933","207","943","33","1142","26","1484","66","1830","121","-","**",
"8600000US33462","ZCTA5 33462","1175","54","778","510","933","29","1239","57","1311","70","2450","987","-","**",
"8600000US33463","ZCTA5 33463","1274","43","3231","1841","893","102","1148","34","1519","88","1748","195","2775","695",
"8600000US33467","ZCTA5 33467","1204","57","1154","727","946","66","1126","64","1818","134","2264","1576","2241","99",
"8600000US33469","ZCTA5 33469","1350","103","-","**","1055","117","1291","203","2013","322","-","**","-","**",
"8600000US33470","ZCTA5 33470","1805","141","-","**","755","411","1438","620","1868","185","1769","172","-","**",
"8600000US33471","ZCTA5 33471","709","33","-","**","653","265","711","38","806","223","-","**","-","**",
"8600000US33472","ZCTA5 33472","2142","95","-","**","-","**","1782","212","2171","126","2248","157","-","**",
"8600000US33473","ZCTA5 33473","2848","130","-","**","-","**","-","**","-","**","2794","70","-","**",
"8600000US33476","ZCTA5 33476","563","33","555","257","494","54","529","77","648","201","825","334","-","**",
"8600000US33477","ZCTA5 33477","1614","166","-","**","999","416","1513","148","2278","186","-","**","-","**",
"8600000US33478","ZCTA5 33478","1857","1408","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US33480","ZCTA5 33480","1668","224","2523","2182","1543","546","1649","370","2100","1933","-","**","-","**",
"8600000US33483","ZCTA5 33483","1660","228","1162","93","1372","63","1838","335","2367","188","2295","2037","-","**",
"8600000US33484","ZCTA5 33484","1304","88","867","405","1174","178","1279","105","1694","339","1991","370","-","**",
"8600000US33486","ZCTA5 33486","1441","75","1210","192","1210","133","1418","93","2257","124","-","**","-","**",
"8600000US33487","ZCTA5 33487","1798","115","-","**","1233","338","1658","127","2323","174","-","**","-","**",
"8600000US33493","ZCTA5 33493","819","157","-","**","-","**","748","161","925","501","1102","612","-","**",
"8600000US33496","ZCTA5 33496","1779","72","-","**","1505","150","1734","56","2169","166","-","**","2364","1362",
"8600000US33498","ZCTA5 33498","2646","321","-","**","-","**","-","**","2534","433","3043","359","-","**",
"8600000US33503","ZCTA5 33503","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US33510","ZCTA5 33510","1118","47","850","228","826","46","1090","71","1250","66","1428","110","-","**",
"8600000US33511","ZCTA5 33511","1209","22","1144","129","1016","35","1213","26","1373","46","1692","64","1952","428",
"8600000US33513","ZCTA5 33513","697","58","-","**","409","150","685","40","1015","424","807","561","-","**",
"8600000US33514","ZCTA5 33514","816","188","-","**","361","139","835","37","933","342","-","**","-","**",
"8600000US33521","ZCTA5 33521","628","377","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US33523","ZCTA5 33523","786","47","751","357","626","226","767","50","850","102","976","506","-","**",
"8600000US33525","ZCTA5 33525","783","39","528","133","590","76","709","115","878","243","1396","86","1407","302",
"8600000US33527","ZCTA5 33527","889","86","800","202","605","133","910","307","925","103","913","195","-","**",
"8600000US33534","ZCTA5 33534","1024","82","623","149","649","153","903","104","1119","184","1651","153","-","**",
"8600000US33538","ZCTA5 33538","780","286","-","**","581","327","744","354","929","126","-","**","-","**",
"8600000US33540","ZCTA5 33540","773","46","-","**","685","37","803","38","939","97","-","**","-","**",
"8600000US33541","ZCTA5 33541","954","44","-","**","912","181","875","55","1267","206","1088","203","-","**",
"8600000US33542","ZCTA5 33542","815","44","611","106","642","90","809","46","1030","80","1519","491","-","**",
"8600000US33543","ZCTA5 33543","1413","80","-","**","-","**","1193","58","1399","106","1745","86","2195","163",
"8600000US33544","ZCTA5 33544","1474","78","-","**","1168","46","1372","72","1591","122","1786","49","1561","680",
"8600000US33545","ZCTA5 33545","1510","95","-","**","998","160","1342","117","1445","115","1638","93","2390","513",
"8600000US33547","ZCTA5 33547","1772","137","-","**","-","**","854","718","1598","118","2383","171","3043","1359",
"8600000US33548","ZCTA5 33548","1354","272","-","**","1523","427","1632","344","1125","226","-","**","-","**",
"8600000US33549","ZCTA5 33549","1047","103","831","311","844","117","1039","204","1304","205","-","**","-","**",
"8600000US33556","ZCTA5 33556","1301","123","-","**","797","174","1224","111","1530","196","-","**","-","**",
"8600000US33558","ZCTA5 33558","1037","49","744","100","903","35","1139","32","1387","147","2642","175","2500","847",
"8600000US33559","ZCTA5 33559","1174","56","775","506","1034","72","1161","57","1447","126","1527","234","-","**",
"8600000US33563","ZCTA5 33563","915","49","603","273","730","86","940","68","1108","101","1142","235","-","**",
"8600000US33565","ZCTA5 33565","948","76","-","**","523","75","750","142","1049","90","1316","121","-","**",
"8600000US33566","ZCTA5 33566","959","37","920","59","875","91","920","81","1087","178","1345","160","-","**",
"8600000US33567","ZCTA5 33567","730","80","-","**","-","**","697","112","877","396","863","228","-","**",
"8600000US33569","ZCTA5 33569","1345","142","-","**","1088","347","959","351","1191","124","1635","208","1642","1084",
"8600000US33570","ZCTA5 33570","892","40","710","250","690","170","848","47","947","51","1320","281","-","**",
"8600000US33572","ZCTA5 33572","1574","109","-","**","790","44","1319","298","1535","198","1834","159","-","**",
"8600000US33573","ZCTA5 33573","1801","162","2604","462","2121","378","1484","225","1650","162","-","**","-","**",
"8600000US33576","ZCTA5 33576","740","289","-","**","657","254","498","151","1339","313","-","**","-","**",
"8600000US33578","ZCTA5 33578","1198","32","1075","59","1044","49","1178","45","1354","70","1654","111","-","**",
"8600000US33579","ZCTA5 33579","1687","41","-","**","-","**","1281","356","1631","61","1783","62","1801","116",
"8600000US33584","ZCTA5 33584","1128","68","695","45","904","461","947","48","1299","100","1752","85","-","**",
"8600000US33585","ZCTA5 33585","781","271","-","**","-","**","751","557","1107","51","-","**","-","**",
"8600000US33592","ZCTA5 33592","813","52","-","**","704","42","764","36","1004","186","1128","101","-","**",
"8600000US33594","ZCTA5 33594","1353","110","-","**","938","51","737","217","1447","97","1833","139","2074","248",
"8600000US33596","ZCTA5 33596","1618","130","-","**","992","215","1134","54","1595","107","2015","202","2423","360",
"8600000US33597","ZCTA5 33597","791","78","-","**","-","**","730","65","910","89","-","**","-","**",
"8600000US33598","ZCTA5 33598","817","60","-","**","454","55","804","130","935","107","649","388","-","**",
"8600000US33602","ZCTA5 33602","1551","49","745","446","1414","100","1872","92","1572","242","1583","379","-","**",
"8600000US33603","ZCTA5 33603","984","55","782","148","794","100","1065","53","1235","74","1358","392","-","**",
"8600000US33604","ZCTA5 33604","939","31","342","256","739","89","940","39","1179","36","1277","104","1801","290",
"8600000US33605","ZCTA5 33605","920","47","586","88","710","45","847","55","1094","35","1304","211","1425","730",
"8600000US33606","ZCTA5 33606","1342","75","1102","71","1182","86","1657","123","2035","529","1995","365","-","**",
"8600000US33607","ZCTA5 33607","1257","53","1118","109","1240","150","1376","167","1231","110","1352","337","1314","884",
"8600000US33609","ZCTA5 33609","1141","54","1055","125","939","36","1276","99","1511","238","-","**","-","**",
"8600000US33610","ZCTA5 33610","971","31","856","41","700","120","902","36","1113","32","1302","74","1308","721",
"8600000US33611","ZCTA5 33611","1103","40","897","131","906","54","1153","58","1755","131","2140","579","-","**",
"8600000US33612","ZCTA5 33612","887","20","745","42","713","25","881","18","1125","33","1202","65","-","**",
"8600000US33613","ZCTA5 33613","852","21","779","59","813","30","922","28","925","206","734","103","-","**",
"8600000US33614","ZCTA5 33614","961","20","842","107","826","19","1038","33","1216","84","1590","228","-","**",
"8600000US33615","ZCTA5 33615","1059","28","835","132","899","34","1148","30","1198","94","1601","190","1484","430",
"8600000US33616","ZCTA5 33616","1292","52","956","421","1107","126","1188","84","1398","65","1858","376","-","**",
"8600000US33617","ZCTA5 33617","967","23","828","46","811","28","1019","31","1271","60","1289","561","-","**",
"8600000US33618","ZCTA5 33618","1078","45","985","60","884","29","1139","43","1569","147","1833","221","-","**",
"8600000US33619","ZCTA5 33619","1119","28","768","686","938","132","1105","54","1186","53","1313","123","1630","822",
"8600000US33620","ZCTA5 33620","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US33621","ZCTA5 33621","2135","161","-","**","-","**","1606","289","1963","186","2286","75","-","**",
"8600000US33624","ZCTA5 33624","1225","46","1198","135","954","20","1252","64","1456","116","1794","85","-","**",
"8600000US33625","ZCTA5 33625","1263","73","1114","152","1033","115","1268","111","1356","96","1833","129","2585","1594",
"8600000US33626","ZCTA5 33626","1485","63","998","273","1207","93","1498","88","1845","156","2258","368","1058","979",
"8600000US33629","ZCTA5 33629","1245","110","1012","270","937","128","1423","107","1851","405","3250","2511","-","**",
"8600000US33634","ZCTA5 33634","1249","52","1141","623","1112","59","1295","59","1271","84","1691","204","-","**",
"8600000US33635","ZCTA5 33635","1361","48","1033","598","1203","61","1426","48","1489","240","1781","903","-","**",
"8600000US33637","ZCTA5 33637","1103","38","802","41","1017","94","1097","42","1255","161","1624","235","-","**",
"8600000US33647","ZCTA5 33647","1302","39","1197","362","1073","43","1231","33","1609","81","2233","97","2805","325",
"8600000US33701","ZCTA5 33701","859","32","718","85","806","37","1279","163","1023","255","1596","702","-","**",
"8600000US33702","ZCTA5 33702","981","29","731","72","877","28","1028","59","1451","158","1218","456","-","**",
"8600000US33703","ZCTA5 33703","1345","80","603","264","801","77","1202","73","1763","88","1465","334","-","**",
"8600000US33704","ZCTA5 33704","978","71","671","179","817","63","1161","93","1560","295","1972","879","-","**",
"8600000US33705","ZCTA5 33705","1033","57","797","77","777","50","1136","57","1215","68","1267","329","-","**",
"8600000US33706","ZCTA5 33706","1155","84","876","143","923","53","1433","184","2065","782","-","**","-","**",
"8600000US33707","ZCTA5 33707","1041","58","920","402","854","40","1122","53","1261","121","-","**","-","**",
"8600000US33708","ZCTA5 33708","1167","52","1575","789","882","71","1251","85","1698","238","2650","973","-","**",
"8600000US33709","ZCTA5 33709","931","36","818","171","756","89","943","38","1493","127","1438","718","-","**",
"8600000US33710","ZCTA5 33710","985","64","728","211","752","28","1097","69","1556","119","1438","920","-","**",
"8600000US33711","ZCTA5 33711","1140","75","1080","559","855","109","1081","88","1263","129","1406","56","-","**",
"8600000US33712","ZCTA5 33712","985","36","698","93","859","22","1042","38","1253","134","1620","142","-","**",
"8600000US33713","ZCTA5 33713","1102","41","625","154","816","44","1136","27","1380","73","1381","47","-","**",
"8600000US33714","ZCTA5 33714","971","57","-","**","707","52","989","72","1082","117","1545","377","1153","512",
"8600000US33715","ZCTA5 33715","1606","145","-","**","-","**","1627","152","1641","411","-","**","-","**",
"8600000US33716","ZCTA5 33716","1212","35","1170","77","1061","44","1365","74","1669","120","-","**","-","**",
"8600000US33744","ZCTA5 33744","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US33755","ZCTA5 33755","962","59","723","19","717","21","1042","52","1213","81","1721","136","-","**",
"8600000US33756","ZCTA5 33756","910","42","647","203","699","32","972","58","1311","145","1670","152","-","**",
"8600000US33759","ZCTA5 33759","1253","60","1208","550","936","62","1297","82","1453","117","1941","634","-","**",
"8600000US33760","ZCTA5 33760","1038","36","862","76","937","65","1060","36","1234","119","1615","248","-","**",
"8600000US33761","ZCTA5 33761","994","133","784","432","831","68","972","85","1657","85","-","**","-","**",
"8600000US33762","ZCTA5 33762","1342","97","-","**","1109","53","1376","74","1850","545","-","**","-","**",
"8600000US33763","ZCTA5 33763","1061","72","1302","791","855","40","1089","65","1637","107","1177","102","-","**",
"8600000US33764","ZCTA5 33764","1120","63","1442","528","891","40","1165","69","1397","177","1616","232","-","**",
"8600000US33765","ZCTA5 33765","1005","56","685","50","877","56","1107","76","1322","215","-","**","-","**",
"8600000US33767","ZCTA5 33767","1725","123","955","139","1239","155","1721","99","2259","86","3219","1081","-","**",
"8600000US33770","ZCTA5 33770","1034","49","794","112","912","61","1070","74","1456","97","1199","171","-","**",
"8600000US33771","ZCTA5 33771","981","27","848","53","879","40","1079","40","1187","170","1212","619","-","**",
"8600000US33772","ZCTA5 33772","1116","48","803","253","833","64","1114","36","1632","122","1795","88","-","**",
"8600000US33773","ZCTA5 33773","1009","40","758","129","513","11","1116","29","1285","183","-","**","-","**",
"8600000US33774","ZCTA5 33774","1008","76","-","**","907","82","1023","76","1031","496","2104","421","-","**",
"8600000US33776","ZCTA5 33776","1462","128","-","**","-","**","1344","72","1831","144","-","**","-","**",
"8600000US33777","ZCTA5 33777","1233","85","956","866","845","21","1058","56","1594","219","1388","81","-","**",
"8600000US33778","ZCTA5 33778","1040","71","763","358","542","90","1070","89","1211","127","1667","425","-","**",
"8600000US33781","ZCTA5 33781","898","36","686","131","614","130","927","34","1258","125","1616","219","-","**",
"8600000US33782","ZCTA5 33782","1148","74","1471","1131","816","202","1124","115","1296","198","1561","276","1625","1004",
"8600000US33785","ZCTA5 33785","1204","104","-","**","899","49","1450","160","1946","690","-","**","-","**",
"8600000US33786","ZCTA5 33786","2479","615","-","**","-","**","2279","145","2347","267","-","**","-","**",
"8600000US33801","ZCTA5 33801","804","25","773","68","654","25","806","28","989","63","1526","530","-","**",
"8600000US33803","ZCTA5 33803","996","34","928","68","837","29","1038","58","1133","43","1303","163","1646","184",
"8600000US33805","ZCTA5 33805","950","28","882","99","814","63","947","38","1060","75","1106","114","-","**",
"8600000US33809","ZCTA5 33809","1057","34","1199","437","944","42","976","54","1153","42","1558","573","-","**",
"8600000US33810","ZCTA5 33810","1105","43","970","227","851","47","1032","62","1303","56","1564","128","-","**",
"8600000US33811","ZCTA5 33811","1001","53","1009","95","823","32","1019","63","1282","135","1427","130","-","**",
"8600000US33812","ZCTA5 33812","1146","145","696","168","580","240","603","219","1394","113","1962","520","-","**",
"8600000US33813","ZCTA5 33813","1149","58","966","51","919","198","1013","99","1365","145","1912","237","-","**",
"8600000US33815","ZCTA5 33815","734","20","713","198","669","66","709","40","933","57","935","76","-","**",
"8600000US33823","ZCTA5 33823","844","89","718","161","576","155","741","28","1040","57","1303","359","-","**",
"8600000US33825","ZCTA5 33825","757","66","-","**","522","109","779","88","847","43","682","170","-","**",
"8600000US33827","ZCTA5 33827","1026","157","-","**","634","128","-","**","1039","135","-","**","-","**",
"8600000US33830","ZCTA5 33830","820","36","773","62","630","52","773","27","1048","69","1165","428","-","**",
"8600000US33834","ZCTA5 33834","731","18","-","**","383","127","741","71","744","250","-","**","-","**",
"8600000US33837","ZCTA5 33837","1211","228","-","**","544","71","783","30","1259","158","1516","117","-","**",
"8600000US33838","ZCTA5 33838","847","94","-","**","741","430","842","110","901","139","1362","156","-","**",
"8600000US33839","ZCTA5 33839","842","206","-","**","644","417","881","138","1011","126","-","**","-","**",
"8600000US33841","ZCTA5 33841","738","63","580","68","483","427","721","52","852","63","588","352","-","**",
"8600000US33843","ZCTA5 33843","680","160","-","**","504","243","621","51","874","187","1021","194","-","**",
"8600000US33844","ZCTA5 33844","875","48","-","**","598","149","837","47","1031","97","1434","131","-","**",
"8600000US33847","ZCTA5 33847","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US33848","ZCTA5 33848","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US33849","ZCTA5 33849","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US33850","ZCTA5 33850","918","55","-","**","447","220","849","48","969","38","-","**","1858","1150",
"8600000US33851","ZCTA5 33851","1096","76","-","**","-","**","-","**","1096","76","-","**","-","**",
"8600000US33852","ZCTA5 33852","751","101","530","384","558","96","755","119","837","264","843","352","-","**",
"8600000US33853","ZCTA5 33853","758","46","563","43","672","76","774","47","1114","99","1167","289","-","**",
"8600000US33854","ZCTA5 33854","614","98","-","**","631","43","-","**","-","**","-","**","-","**",
"8600000US33855","ZCTA5 33855","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US33856","ZCTA5 33856","537","15","-","**","539","18","-","**","-","**","-","**","-","**",
"8600000US33857","ZCTA5 33857","554","232","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US33859","ZCTA5 33859","860","57","-","**","-","**","805","54","978","115","1303","243","-","**",
"8600000US33860","ZCTA5 33860","971","44","741","310","718","79","1034","124","1034","160","953","64","-","**",
"8600000US33865","ZCTA5 33865","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US33867","ZCTA5 33867","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US33868","ZCTA5 33868","867","50","-","**","397","234","808","304","902","124","1260","296","-","**",
"8600000US33870","ZCTA5 33870","674","39","534","264","508","77","679","23","858","129","1160","207","-","**",
"8600000US33872","ZCTA5 33872","875","36","-","**","545","157","861","39","1096","82","-","**","-","**",
"8600000US33873","ZCTA5 33873","688","45","-","**","422","124","678","26","831","130","-","**","-","**",
"8600000US33875","ZCTA5 33875","895","144","-","**","-","**","863","192","945","288","-","**","-","**",
"8600000US33876","ZCTA5 33876","982","87","-","**","-","**","925","230","1125","102","-","**","-","**",
"8600000US33877","ZCTA5 33877","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US33880","ZCTA5 33880","870","49","-","**","617","42","815","68","1067","50","1308","172","-","**",
"8600000US33881","ZCTA5 33881","838","70","-","**","580","34","833","49","967","67","1409","204","1208","327",
"8600000US33884","ZCTA5 33884","1112","53","-","**","823","113","1070","50","1300","75","1482","151","-","**",
"8600000US33890","ZCTA5 33890","713","82","-","**","792","69","660","288","731","154","-","**","-","**",
"8600000US33896","ZCTA5 33896","1408","76","-","**","1201","113","1165","183","1520","126","1644","108","2254","124",
"8600000US33897","ZCTA5 33897","1439","85","-","**","1075","566","1211","177","1364","67","1694","68","1909","295",
"8600000US33898","ZCTA5 33898","871","49","-","**","765","193","788","54","938","129","933","78","-","**",
"8600000US33901","ZCTA5 33901","838","48","787","339","761","63","874","56","1028","126","1192","184","-","**",
"8600000US33903","ZCTA5 33903","870","65","-","**","633","57","881","127","1235","101","1625","846","-","**",
"8600000US33904","ZCTA5 33904","1069","58","-","**","770","43","959","34","1394","85","1695","179","-","**",
"8600000US33905","ZCTA5 33905","994","41","498","197","763","179","919","53","1161","72","1115","116","-","**",
"8600000US33907","ZCTA5 33907","1060","37","1221","224","875","75","1079","43","1223","76","-","**","-","**",
"8600000US33908","ZCTA5 33908","1376","64","1445","1166","1302","172","1313","99","1454","151","1969","481","-","**",
"8600000US33909","ZCTA5 33909","1149","35","-","**","-","**","996","63","1181","42","1562","244","-","**",
"8600000US33912","ZCTA5 33912","1302","117","-","**","993","129","1207","85","1530","172","2731","284","-","**",
"8600000US33913","ZCTA5 33913","1486","216","-","**","-","**","1207","103","1443","220","1911","329","2341","181",
"8600000US33914","ZCTA5 33914","1193","65","-","**","841","267","1002","59","1444","126","1169","99","-","**",
"8600000US33916","ZCTA5 33916","943","38","873","257","761","55","927","36","1115","38","1220","187","-","**",
"8600000US33917","ZCTA5 33917","824","33","-","**","607","134","827","34","876","81","2036","1250","-","**",
"8600000US33919","ZCTA5 33919","1184","36","854","195","1081","156","1139","46","1442","167","1719","136","-","**",
"8600000US33920","ZCTA5 33920","859","382","-","**","-","**","853","196","1484","730","-","**","-","**",
"8600000US33921","ZCTA5 33921","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US33922","ZCTA5 33922","959","93","-","**","648","350","955","143","1537","291","-","**","-","**",
"8600000US33924","ZCTA5 33924","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US33928","ZCTA5 33928","1589","138","-","**","881","331","1457","110","1778","248","2236","205","-","**",
"8600000US33930","ZCTA5 33930","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US33931","ZCTA5 33931","1097","121","763","263","841","87","1210","153","1188","174","-","**","-","**",
"8600000US33935","ZCTA5 33935","746","50","-","**","459","261","788","94","734","59","876","139","-","**",
