"GEO_ID","NAME","B25031_001E","B25031_001M","B25031_002E","B25031_002M","B25031_003E","B25031_003M","B25031_004E","B25031_004M","B25031_005E","B25031_005M","B25031_006E","B25031_006M","B25031_007E","B25031_007M",
"Geography","Geographic Area Name","Estimate!!Median gross rent --!!Total","Margin of Error!!Median gross rent --!!Total","Estimate!!Median gross rent --!!Total!!No bedroom","Margin of Error!!Median gross rent --!!Total!!No bedroom","Estimate!!Median gross rent --!!Total!!1 bedroom","Margin of Error!!Median gross rent --!!Total!!1 bedroom","Estimate!!Median gross rent --!!Total!!2 bedrooms","Margin of Error!!Median gross rent --!!Total!!2 bedrooms","Estimate!!Median gross rent --!!Total!!3 bedrooms","Margin of Error!!Median gross rent --!!Total!!3 bedrooms","Estimate!!Median gross rent --!!Total!!4 bedrooms","Margin of Error!!Median gross rent --!!Total!!4 bedrooms","Estimate!!Median gross rent --!!Total!!5 or more bedrooms","Margin of Error!!Median gross rent --!!Total!!5 or more bedrooms",
"8600000US58564","ZCTA5 58564","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58565","ZCTA5 58565","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58566","ZCTA5 58566","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58568","ZCTA5 58568","638","251","-","**","-","**","-","**","753","181","-","**","-","**",
"8600000US58569","ZCTA5 58569","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58570","ZCTA5 58570","875","598","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58571","ZCTA5 58571","482","91","-","**","470","47","-","**","-","**","-","**","-","**",
"8600000US58572","ZCTA5 58572","531","128","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58573","ZCTA5 58573","675","509","-","**","-","**","-","**","835","321","-","**","-","**",
"8600000US58575","ZCTA5 58575","723","95","-","**","713","410","650","227","907","705","-","**","-","**",
"8600000US58576","ZCTA5 58576","698","90","-","**","-","**","700","36","-","**","-","**","-","**",
"8600000US58577","ZCTA5 58577","820","80","-","**","-","**","795","107","890","98","946","34","-","**",
"8600000US58579","ZCTA5 58579","489","269","-","**","-","**","817","478","506","50","-","**","-","**",
"8600000US58580","ZCTA5 58580","900","138","-","**","-","**","917","121","-","**","-","**","-","**",
"8600000US58581","ZCTA5 58581","750","445","-","**","-","**","-","**","1271","807","-","**","-","**",
"8600000US58601","ZCTA5 58601","930","71","759","500","784","85","896","73","1330","298","1640","180","2250","1194",
"8600000US58620","ZCTA5 58620","820","608","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58621","ZCTA5 58621","673","63","514","134","1035","376","710","125","636","27","-","**","591","149",
"8600000US58622","ZCTA5 58622","950","148","-","**","-","**","800","483","927","119","1080","182","-","**",
"8600000US58623","ZCTA5 58623","530","116","-","**","388","334","506","110","433","333","-","**","1646","856",
"8600000US58625","ZCTA5 58625","1073","643","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58626","ZCTA5 58626","846","48","-","**","-","**","550","68","864","71","-","**","-","**",
"8600000US58627","ZCTA5 58627","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58630","ZCTA5 58630","1358","278","-","**","-","**","-","**","1398","317","-","**","-","**",
"8600000US58631","ZCTA5 58631","694","131","-","**","-","**","805","238","700","655","-","**","-","**",
"8600000US58632","ZCTA5 58632","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58634","ZCTA5 58634","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58636","ZCTA5 58636","817","514","100-","***","-","**","963","34","556","256","585","233","-","**",
"8600000US58638","ZCTA5 58638","770","345","-","**","-","**","517","76","797","529","-","**","-","**",
"8600000US58639","ZCTA5 58639","538","166","-","**","409","215","507","62","913","397","1156","555","-","**",
"8600000US58640","ZCTA5 58640","1031","156","688","144","-","**","1077","296","-","**","-","**","-","**",
"8600000US58641","ZCTA5 58641","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58642","ZCTA5 58642","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58643","ZCTA5 58643","605","89","-","**","575","227","-","**","-","**","-","**","-","**",
"8600000US58645","ZCTA5 58645","908","176","-","**","-","**","919","383","-","**","-","**","-","**",
"8600000US58646","ZCTA5 58646","808","406","-","**","-","**","463","214","990","351","-","**","-","**",
"8600000US58647","ZCTA5 58647","820","337","-","**","667","166","384","170","955","31","-","**","-","**",
"8600000US58649","ZCTA5 58649","536","121","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58650","ZCTA5 58650","615","148","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58651","ZCTA5 58651","493","302","-","**","-","**","495","253","-","**","-","**","-","**",
"8600000US58652","ZCTA5 58652","746","729","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58653","ZCTA5 58653","646","192","-","**","-","**","604","199","800","354","-","**","-","**",
"8600000US58654","ZCTA5 58654","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58655","ZCTA5 58655","880","434","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58656","ZCTA5 58656","538","202","-","**","-","**","-","**","775","216","-","**","-","**",
"8600000US58701","ZCTA5 58701","921","55","725","176","691","59","900","62","1211","70","1563","774","1029","165",
"8600000US58702","ZCTA5 58702","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58703","ZCTA5 58703","970","39","644","557","838","57","956","42","1188","194","1660","395","-","**",
"8600000US58704","ZCTA5 58704","1596","91","-","**","678","167","1334","238","1591","116","1857","143","-","**",
"8600000US58705","ZCTA5 58705","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58707","ZCTA5 58707","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58710","ZCTA5 58710","664","241","-","**","750","501","-","**","-","**","-","**","-","**",
"8600000US58711","ZCTA5 58711","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58712","ZCTA5 58712","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58713","ZCTA5 58713","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58716","ZCTA5 58716","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58718","ZCTA5 58718","463","218","-","**","-","**","475","192","-","**","-","**","-","**",
"8600000US58721","ZCTA5 58721","668","339","-","**","471","15","817","199","883","837","-","**","-","**",
"8600000US58722","ZCTA5 58722","1234","238","-","**","-","**","1264","238","-","**","2031","607","-","**",
"8600000US58723","ZCTA5 58723","383","64","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58725","ZCTA5 58725","1196","199","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58727","ZCTA5 58727","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58730","ZCTA5 58730","830","231","-","**","732","110","730","608","-","**","-","**","-","**",
"8600000US58731","ZCTA5 58731","1125","700","-","**","-","**","967","245","-","**","-","**","-","**",
"8600000US58733","ZCTA5 58733","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58734","ZCTA5 58734","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58735","ZCTA5 58735","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58736","ZCTA5 58736","606","218","-","**","542","29","531","192","644","375","-","**","-","**",
"8600000US58737","ZCTA5 58737","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58740","ZCTA5 58740","832","152","-","**","-","**","698","121","1153","243","975","319","-","**",
"8600000US58741","ZCTA5 58741","825","324","-","**","543","25","910","346","-","**","-","**","-","**",
"8600000US58744","ZCTA5 58744","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58746","ZCTA5 58746","719","119","-","**","625","441","495","322","1036","113","-","**","-","**",
"8600000US58748","ZCTA5 58748","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58750","ZCTA5 58750","813","422","-","**","-","**","921","344","-","**","-","**","-","**",
"8600000US58752","ZCTA5 58752","485","156","-","**","-","**","578","64","-","**","-","**","-","**",
"8600000US58755","ZCTA5 58755","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58756","ZCTA5 58756","371","29","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58757","ZCTA5 58757","400","100","-","**","-","**","354","160","463","265","425","178","-","**",
"8600000US58758","ZCTA5 58758","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58759","ZCTA5 58759","-","**","-","**","-","**","792","565","658","367","-","**","-","**",
"8600000US58760","ZCTA5 58760","1063","489","-","**","-","**","-","**","1063","125","-","**","-","**",
"8600000US58761","ZCTA5 58761","738","147","-","**","283","120","-","**","812","127","-","**","-","**",
"8600000US58762","ZCTA5 58762","600","237","-","**","-","**","500","259","-","**","-","**","-","**",
"8600000US58763","ZCTA5 58763","632","107","429","126","425","103","614","157","739","144","536","182","-","**",
"8600000US58765","ZCTA5 58765","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58768","ZCTA5 58768","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58769","ZCTA5 58769","625","10","-","**","-","**","621","21","-","**","-","**","-","**",
"8600000US58770","ZCTA5 58770","783","83","-","**","665","351","663","131","867","180","864","177","-","**",
"8600000US58771","ZCTA5 58771","875","572","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58772","ZCTA5 58772","694","489","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58773","ZCTA5 58773","1006","159","-","**","-","**","920","233","1083","977","-","**","-","**",
"8600000US58775","ZCTA5 58775","455","114","-","**","188","41","369","303","475","26","-","**","-","**",
"8600000US58776","ZCTA5 58776","1091","117","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58778","ZCTA5 58778","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58779","ZCTA5 58779","577","14","-","**","-","**","-","**","581","67","-","**","-","**",
"8600000US58781","ZCTA5 58781","908","78","-","**","-","**","875","227","-","**","-","**","-","**",
"8600000US58782","ZCTA5 58782","465","119","-","**","435","19","571","29","-","**","-","**","-","**",
"8600000US58783","ZCTA5 58783","497","296","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58784","ZCTA5 58784","759","89","-","**","906","153","727","113","-","**","-","**","587","546",
"8600000US58785","ZCTA5 58785","1337","92","-","**","-","**","1146","278","1387","104","-","**","-","**",
"8600000US58787","ZCTA5 58787","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58788","ZCTA5 58788","428","32","-","**","-","**","410","33","-","**","-","**","-","**",
"8600000US58789","ZCTA5 58789","738","153","-","**","-","**","725","61","-","**","-","**","-","**",
"8600000US58790","ZCTA5 58790","656","150","-","**","651","302","590","269","-","**","-","**","-","**",
"8600000US58792","ZCTA5 58792","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58793","ZCTA5 58793","527","178","-","**","-","**","475","367","-","**","-","**","-","**",
"8600000US58794","ZCTA5 58794","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58795","ZCTA5 58795","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58801","ZCTA5 58801","913","36","530","355","777","50","905","37","1366","118","965","730","2195","216",
"8600000US58830","ZCTA5 58830","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58831","ZCTA5 58831","1011","206","-","**","-","**","-","**","725","257","-","**","-","**",
"8600000US58833","ZCTA5 58833","475","10","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58835","ZCTA5 58835","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58838","ZCTA5 58838","1075","79","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58843","ZCTA5 58843","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58844","ZCTA5 58844","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58845","ZCTA5 58845","625","427","-","**","-","**","-","**","1000","173","-","**","-","**",
"8600000US58847","ZCTA5 58847","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US58849","ZCTA5 58849","674","101","-","**","-","**","-","**","940","260","677","5","-","**",
"8600000US58852","ZCTA5 58852","899","244","-","**","1153","284","844","89","1303","152","-","**","-","**",
"8600000US58853","ZCTA5 58853","610","199","-","**","-","**","-","**","631","417","-","**","-","**",
"8600000US58854","ZCTA5 58854","1162","106","793","244","754","320","1159","121","1430","329","2217","626","-","**",
"8600000US58856","ZCTA5 58856","1142","109","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59001","ZCTA5 59001","864","49","-","**","558","384","-","**","945","35","-","**","-","**",
"8600000US59002","ZCTA5 59002","1060","214","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59003","ZCTA5 59003","546","46","-","**","-","**","488","38","525","58","635","52","-","**",
"8600000US59006","ZCTA5 59006","700","226","-","**","-","**","-","**","677","378","-","**","-","**",
"8600000US59007","ZCTA5 59007","742","601","-","**","-","**","625","124","-","**","-","**","-","**",
"8600000US59008","ZCTA5 59008","786","196","-","**","-","**","-","**","904","277","-","**","-","**",
"8600000US59010","ZCTA5 59010","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59011","ZCTA5 59011","707","100","-","**","379","297","659","107","920","83","638","114","-","**",
"8600000US59012","ZCTA5 59012","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59013","ZCTA5 59013","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59014","ZCTA5 59014","671","91","-","**","560","137","688","65","753","242","683","219","-","**",
"8600000US59015","ZCTA5 59015","575","368","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59016","ZCTA5 59016","713","300","-","**","-","**","571","315","734","245","-","**","-","**",
"8600000US59018","ZCTA5 59018","325","305","-","**","-","**","182","49","-","**","-","**","-","**",
"8600000US59019","ZCTA5 59019","769","278","-","**","574","23","844","89","1262","503","1025","1010","-","**",
"8600000US59020","ZCTA5 59020","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59022","ZCTA5 59022","486","179","-","**","-","**","525","216","-","**","445","232","-","**",
"8600000US59024","ZCTA5 59024","406","341","-","**","500","278","-","**","339","301","-","**","-","**",
"8600000US59025","ZCTA5 59025","133","21","-","**","-","**","-","**","133","21","-","**","-","**",
"8600000US59026","ZCTA5 59026","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59027","ZCTA5 59027","888","398","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59028","ZCTA5 59028","700","248","-","**","-","**","613","56","956","343","534","373","-","**",
"8600000US59029","ZCTA5 59029","722","50","-","**","-","**","700","89","718","56","-","**","-","**",
"8600000US59030","ZCTA5 59030","683","34","671","9","599","78","721","88","706","149","-","**","-","**",
"8600000US59031","ZCTA5 59031","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59032","ZCTA5 59032","578","60","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59033","ZCTA5 59033","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59034","ZCTA5 59034","754","98","-","**","519","85","753","59","888","101","1076","330","-","**",
"8600000US59035","ZCTA5 59035","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59036","ZCTA5 59036","574","55","-","**","-","**","566","45","613","75","-","**","-","**",
"8600000US59037","ZCTA5 59037","1280","182","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59038","ZCTA5 59038","617","173","-","**","513","306","-","**","646","194","700","384","-","**",
"8600000US59039","ZCTA5 59039","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59041","ZCTA5 59041","672","153","-","**","-","**","700","472","1009","905","-","**","-","**",
"8600000US59043","ZCTA5 59043","569","42","-","**","-","**","465","145","602","67","592","299","-","**",
"8600000US59044","ZCTA5 59044","796","117","-","**","588","87","795","117","1266","202","1383","529","-","**",
"8600000US59046","ZCTA5 59046","825","342","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59047","ZCTA5 59047","824","74","763","277","525","94","877","63","1064","116","1229","823","-","**",
"8600000US59050","ZCTA5 59050","528","69","-","**","-","**","467","80","544","151","688","121","-","**",
"8600000US59052","ZCTA5 59052","775","330","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59053","ZCTA5 59053","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59054","ZCTA5 59054","563","109","-","**","-","**","-","**","581","22","-","**","-","**",
"8600000US59055","ZCTA5 59055","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59057","ZCTA5 59057","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59058","ZCTA5 59058","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59059","ZCTA5 59059","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59061","ZCTA5 59061","683","194","-","**","-","**","-","**","679","112","-","**","-","**",
"8600000US59062","ZCTA5 59062","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59063","ZCTA5 59063","548","67","-","**","-","**","581","93","420","123","-","**","-","**",
"8600000US59064","ZCTA5 59064","959","106","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59065","ZCTA5 59065","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59066","ZCTA5 59066","454","195","-","**","-","**","-","**","417","203","613","459","-","**",
"8600000US59067","ZCTA5 59067","794","142","-","**","-","**","788","161","-","**","-","**","-","**",
"8600000US59068","ZCTA5 59068","910","95","-","**","442","268","793","99","995","330","-","**","-","**",
"8600000US59069","ZCTA5 59069","829","588","-","**","-","**","489","35","-","**","-","**","-","**",
"8600000US59070","ZCTA5 59070","-","**","-","**","-","**","-","**","908","441","-","**","-","**",
"8600000US59071","ZCTA5 59071","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59072","ZCTA5 59072","744","64","483","63","367","35","760","48","915","82","1086","85","-","**",
"8600000US59074","ZCTA5 59074","638","153","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59075","ZCTA5 59075","583","269","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59076","ZCTA5 59076","1078","59","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59077","ZCTA5 59077","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59078","ZCTA5 59078","833","421","-","**","-","**","-","**","-","**","817","798","-","**",
"8600000US59079","ZCTA5 59079","587","269","-","**","-","**","-","**","755","360","-","**","-","**",
"8600000US59081","ZCTA5 59081","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59082","ZCTA5 59082","1094","319","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59085","ZCTA5 59085","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59086","ZCTA5 59086","658","113","-","**","-","**","686","394","628","82","-","**","-","**",
"8600000US59087","ZCTA5 59087","475","20","-","**","-","**","-","**","478","56","-","**","-","**",
"8600000US59088","ZCTA5 59088","858","226","-","**","-","**","-","**","861","26","-","**","-","**",
"8600000US59089","ZCTA5 59089","581","102","-","**","575","116","438","292","650","330","-","**","-","**",
"8600000US59101","ZCTA5 59101","764","30","503","69","587","29","808","37","980","50","1153","102","1645","447",
"8600000US59102","ZCTA5 59102","918","36","698","254","655","39","905","40","1191","80","1357","183","1624","156",
"8600000US59105","ZCTA5 59105","894","40","780","263","724","71","855","34","1149","64","1628","140","1850","273",
"8600000US59106","ZCTA5 59106","1150","121","1397","167","948","204","1220","87","940","459","-","**","-","**",
"8600000US59201","ZCTA5 59201","451","60","714","303","531","107","468","197","592","349","321","37","-","**",
"8600000US59211","ZCTA5 59211","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59212","ZCTA5 59212","622","105","-","**","-","**","608","327","-","**","-","**","-","**",
"8600000US59213","ZCTA5 59213","263","45","-","**","-","**","275","136","250","56","-","**","-","**",
"8600000US59214","ZCTA5 59214","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59215","ZCTA5 59215","631","58","-","**","-","**","648","162","658","131","-","**","-","**",
"8600000US59217","ZCTA5 59217","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59218","ZCTA5 59218","725","143","-","**","-","**","775","160","831","37","-","**","-","**",
"8600000US59219","ZCTA5 59219","946","20","-","**","-","**","-","**","946","20","-","**","-","**",
"8600000US59221","ZCTA5 59221","832","339","-","**","342","204","-","**","973","90","1103","52","-","**",
"8600000US59222","ZCTA5 59222","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59223","ZCTA5 59223","676","14","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59225","ZCTA5 59225","373","38","-","**","-","**","-","**","350","231","-","**","-","**",
"8600000US59226","ZCTA5 59226","888","370","-","**","-","**","-","**","813","275","-","**","-","**",
"8600000US59230","ZCTA5 59230","479","72","-","**","352","105","603","250","726","156","-","**","-","**",
"8600000US59231","ZCTA5 59231","970","155","-","**","-","**","-","**","1042","487","-","**","-","**",
"8600000US59240","ZCTA5 59240","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59241","ZCTA5 59241","605","71","-","**","-","**","618","19","-","**","-","**","-","**",
"8600000US59242","ZCTA5 59242","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59243","ZCTA5 59243","500","217","-","**","-","**","-","**","622","15","-","**","-","**",
"8600000US59244","ZCTA5 59244","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59247","ZCTA5 59247","788","86","-","**","-","**","-","**","850","24","-","**","-","**",
"8600000US59248","ZCTA5 59248","837","74","-","**","-","**","775","637","829","164","-","**","-","**",
"8600000US59250","ZCTA5 59250","289","222","-","**","-","**","457","35","-","**","-","**","-","**",
"8600000US59252","ZCTA5 59252","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59253","ZCTA5 59253","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59254","ZCTA5 59254","763","176","-","**","486","167","693","248","853","73","-","**","-","**",
"8600000US59255","ZCTA5 59255","324","39","393","47","-","**","242","62","314","63","486","77","-","**",
"8600000US59256","ZCTA5 59256","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59257","ZCTA5 59257","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59258","ZCTA5 59258","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59259","ZCTA5 59259","438","203","-","**","425","93","329","54","763","195","-","**","-","**",
"8600000US59260","ZCTA5 59260","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59261","ZCTA5 59261","342","115","-","**","-","**","-","**","337","68","-","**","-","**",
"8600000US59262","ZCTA5 59262","767","70","-","**","-","**","519","50","-","**","-","**","-","**",
"8600000US59263","ZCTA5 59263","594","171","-","**","-","**","660","138","613","408","-","**","-","**",
"8600000US59270","ZCTA5 59270","821","91","509","351","475","16","830","106","1004","409","1313","638","1360","95",
"8600000US59274","ZCTA5 59274","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59275","ZCTA5 59275","550","267","-","**","-","**","-","**","388","255","-","**","-","**",
"8600000US59276","ZCTA5 59276","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59301","ZCTA5 59301","742","65","493","247","567","84","752","43","1116","160","1048","354","575","529",
"8600000US59311","ZCTA5 59311","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59312","ZCTA5 59312","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59313","ZCTA5 59313","756","79","-","**","-","**","713","103","788","160","-","**","-","**",
"8600000US59314","ZCTA5 59314","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59315","ZCTA5 59315","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59317","ZCTA5 59317","663","127","-","**","-","**","579","157","-","**","-","**","-","**",
"8600000US59318","ZCTA5 59318","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59322","ZCTA5 59322","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59323","ZCTA5 59323","883","134","-","**","-","**","-","**","963","304","-","**","-","**",
"8600000US59324","ZCTA5 59324","714","210","-","**","542","450","495","62","745","180","-","**","-","**",
"8600000US59326","ZCTA5 59326","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59327","ZCTA5 59327","500","129","-","**","256","239","664","65","914","132","568","16","-","**",
"8600000US59330","ZCTA5 59330","809","98","642","213","1055","263","845","95","649","351","849","54","-","**",
"8600000US59332","ZCTA5 59332","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59333","ZCTA5 59333","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59336","ZCTA5 59336","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59337","ZCTA5 59337","528","25","-","**","447","123","544","104","-","**","-","**","-","**",
"8600000US59338","ZCTA5 59338","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59339","ZCTA5 59339","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59343","ZCTA5 59343","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59344","ZCTA5 59344","796","83","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59347","ZCTA5 59347","721","188","-","**","-","**","-","**","721","188","-","**","-","**",
"8600000US59349","ZCTA5 59349","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59351","ZCTA5 59351","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59353","ZCTA5 59353","697","403","-","**","-","**","550","366","926","112","-","**","-","**",
"8600000US59354","ZCTA5 59354","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59401","ZCTA5 59401","635","32","508","104","531","24","708","87","994","212","1034","166","1033","854",
"8600000US59404","ZCTA5 59404","776","45","532","110","664","318","714","42","825","100","1141","89","1518","381",
"8600000US59405","ZCTA5 59405","775","44","712","253","569","40","725","30","953","34","1064","58","1132","61",
"8600000US59410","ZCTA5 59410","508","140","-","**","504","85","-","**","1016","615","-","**","-","**",
"8600000US59411","ZCTA5 59411","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59412","ZCTA5 59412","683","253","-","**","230","24","778","94","914","460","-","**","-","**",
"8600000US59414","ZCTA5 59414","560","91","-","**","-","**","572","281","-","**","-","**","-","**",
"8600000US59416","ZCTA5 59416","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59417","ZCTA5 59417","421","43","283","116","361","56","422","57","446","147","492","290","-","**",
"8600000US59418","ZCTA5 59418","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59419","ZCTA5 59419","544","170","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59420","ZCTA5 59420","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59421","ZCTA5 59421","640","66","-","**","188","163","640","80","679","64","-","**","-","**",
"8600000US59422","ZCTA5 59422","770","123","695","143","684","314","692","121","857","112","-","**","-","**",
"8600000US59424","ZCTA5 59424","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US59425","ZCTA5 59425","761","69","-","**","754","217","584","91","958","289","1083","91","-","**",
"8600000US59427","ZCTA5 59427","609","37","-","**","483","235","633","172","643","65","1250","1133","-","**",
"8600000US59430","ZCTA5 59430","618","44","-","**","-","**","-","**","629","57","-","**","-","**",
"8600000US59432","ZCTA5 59432","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
